group_name,file_name,nodule_name,nodule_size(pixels),nodule_size(mm2)
106 ps Water,IMG_0407,IMG_0407_54,595,11.359169395
106 ps Water,IMG_0407,IMG_0407_55,110,2.10001451
106 ps Water,IMG_0407,IMG_0407_56,629,12.008264789
106 ps Water,IMG_0407,IMG_0407_57,112,2.138196592
106 ps Water,IMG_0407,IMG_0407_58,423,8.075510343
106 ps Water,IMG_0407,IMG_0407_59,801,15.291923841
106 ps Water,IMG_0407,IMG_0407_60,626,11.950991666
106 ps Water,IMG_0407,IMG_0407_61,738,14.089188258
106 ps Water,IMG_0407,IMG_0407_62,1140,21.76378674
106 ps Water,IMG_0407,IMG_0407_63,904,17.258301064
106 ps Water,IMG_0407,IMG_0407_64,1118,21.343783838
106 ps Water,IMG_0407,IMG_0407_65,1532,29.247474812
106 ps Water,IMG_0407,IMG_0407_66,2379,45.417586539
106 ps Water,IMG_0407,IMG_0407_67,2662,50.820351142
106 ps Water,IMG_0407,IMG_0407_68,204,3.894572364
106 ps Water,IMG_0407,IMG_0407_69,2530,48.30033373
106 ps Water,IMG_0407,IMG_0407_70,247,4.715487127
106 ps Water,IMG_0407,IMG_0407_71,241,4.600940881
106 ps Water,IMG_0407,IMG_0407_72,2530,48.30033373
106 ps Water,IMG_0407,IMG_0407_73,1222,23.329252101999998
106 ps Water,IMG_0407,IMG_0407_74,1457,27.815646736999998
106 ps Water,IMG_0407,IMG_0407_75,74,1.412737034
106 ps Water,IMG_0407,IMG_0407_76,1036,19.778318476
106 ps Water,IMG_0407,IMG_0407_77,162,3.092748642
106 ps Water,IMG_0407,IMG_0407_78,1984,37.876625344
106 ps Water,IMG_0407,IMG_0407_79,3774,72.049588734
106 ps Water,IMG_0407,IMG_0407_80,252,4.810942332
106 ps Water,IMG_0407,IMG_0407_81,631,12.046446871
106 ps Water,IMG_0407,IMG_0407_82,213,4.066391733
106 ps Water,IMG_0407,IMG_0407_83,454,8.667332614
106 ps Water,IMG_0407,IMG_0407_84,80,1.52728328
106 ps Water,IMG_0407,IMG_0407_85,1215,23.195614815
106 ps Water,IMG_0407,IMG_0407_86,739,14.108279299
106 ps Water,IMG_0407,IMG_0407_87,1453,27.739282573
106 ps Water,IMG_0407,IMG_0407_88,187,3.5700246669999998
106 ps Water,IMG_0407,IMG_0407_89,1042,19.892864722
106 ps Water,IMG_0407,IMG_0407_90,355,6.777319555
106 ps Water,IMG_0407,IMG_0407_91,355,6.777319555
106 ps Water,IMG_0407,IMG_0407_92,423,8.075510343
106 ps Water,IMG_0407,IMG_0407_93,462,8.820060942
106 ps Water,IMG_0407,IMG_0407_94,727,13.879186807
106 ps Water,IMG_0407,IMG_0407_95,179,3.417296339
103 ts Soil+Leaf,IMG_0239,IMG_0239_1,1231,23.035550355999998
103 ts Soil+Leaf,IMG_0239,IMG_0239_2,1708,31.961592208
103 ts Soil+Leaf,IMG_0239,IMG_0239_3,1356,25.374659856
103 ts Soil+Leaf,IMG_0239,IMG_0239_4,502,9.393863752
103 ts Soil+Leaf,IMG_0239,IMG_0239_5,636,11.901389136
103 ts Soil+Leaf,IMG_0239,IMG_0239_6,873,16.336340748
103 ts Soil+Leaf,IMG_0239,IMG_0239_7,1117,20.902282492
103 ts Soil+Leaf,IMG_0239,IMG_0239_8,742,13.884953992
103 ts Soil+Leaf,IMG_0239,IMG_0239_9,952,17.814657952
103 ts Soil+Leaf,IMG_0239,IMG_0239_10,389,7.279308764
103 ts Soil+Leaf,IMG_0239,IMG_0239_11,1156,21.632084656
103 ts Soil+Leaf,IMG_0239,IMG_0239_12,949,17.758519323999998
103 ts Soil+Leaf,IMG_0239,IMG_0239_13,748,13.997231248
103 ts Soil+Leaf,IMG_0239,IMG_0239_14,179,3.349604804
103 ts Soil+Leaf,IMG_0239,IMG_0239_15,185,3.4618820599999998
103 ts Soil+Leaf,IMG_0239,IMG_0239_16,455,8.51435858
103 ts Soil+Leaf,IMG_0239,IMG_0239_17,251,4.696931876
103 ts Soil+Leaf,IMG_0239,IMG_0239_18,110,2.05841636
103 ts Soil+Leaf,IMG_0239,IMG_0239_19,2067,38.679514692
103 ts Soil+Leaf,IMG_0239,IMG_0239_20,463,8.664061588
103 ts Soil+Leaf,IMG_0239,IMG_0239_21,2172,40.644366672
103 ts Soil+Leaf,IMG_0239,IMG_0239_22,2033,38.043276908
103 ts Soil+Leaf,IMG_0239,IMG_0239_23,500,9.356438
103 ts Soil+Leaf,IMG_0239,IMG_0239_24,702,13.136438952
103 ts Soil+Leaf,IMG_0239,IMG_0239_25,985,18.43218286
103 ts Soil+Leaf,IMG_0239,IMG_0239_26,456,8.533071456
103 ts Soil+Leaf,IMG_0239,IMG_0239_27,916,17.140994415999998
103 ts Soil+Leaf,IMG_0239,IMG_0239_28,1597,29.884462972
103 ts Soil+Leaf,IMG_0239,IMG_0239_29,1615,30.22129474
103 ts Soil+Leaf,IMG_0239,IMG_0239_30,3140,58.75843064
103 ts Soil+Leaf,IMG_0239,IMG_0239_31,316,5.9132688159999995
103 ts Soil+Leaf,IMG_0239,IMG_0239_32,3013,56.381895388
103 ts Soil+Leaf,IMG_0239,IMG_0239_33,320,5.98812032
103 ts Soil+Leaf,IMG_0239,IMG_0239_34,1539,28.799116164
103 ts Soil+Leaf,IMG_0239,IMG_0239_35,497,9.300299372
103 ts Soil+Leaf,IMG_0239,IMG_0239_36,1626,30.427136376
103 ts Soil+Leaf,IMG_0239,IMG_0239_37,428,8.009110928
103 ts Soil+Leaf,IMG_0239,IMG_0239_38,988,18.488321488
103 ts Soil+Leaf,IMG_0239,IMG_0239_39,592,11.078022592
103 ts Soil+Leaf,IMG_0239,IMG_0239_40,144,2.694654144
103 ts Soil+Leaf,IMG_0239,IMG_0239_41,274,5.127328024
103 ts Soil+Leaf,IMG_0239,IMG_0239_42,1443,27.002680068
102 ts Soil,IMG_0208,IMG_0208_1,460,7.7720818000000005
102 ts Soil,IMG_0208,IMG_0208_2,701,11.84397683
102 ts Soil,IMG_0208,IMG_0208_3,3425,57.86821775
102 ts Soil,IMG_0208,IMG_0208_4,567,9.57993561
102 ts Soil,IMG_0208,IMG_0208_5,4645,78.48113035
102 ts Soil,IMG_0208,IMG_0208_6,567,9.57993561
102 ts Soil,IMG_0208,IMG_0208_7,74,1.25029142
102 ts Soil,IMG_0208,IMG_0208_8,1331,22.48834973
102 ts Soil,IMG_0208,IMG_0208_9,205,3.46364515
102 ts Soil,IMG_0208,IMG_0208_10,1025,17.31822575
102 ts Soil,IMG_0208,IMG_0208_11,591,9.98543553
102 ts Soil,IMG_0208,IMG_0208_12,120,2.0274996
102 ts Soil,IMG_0208,IMG_0208_13,1223,20.66360009
102 ts Soil,IMG_0208,IMG_0208_14,397,6.707644510000001
102 ts Soil,IMG_0208,IMG_0208_15,1001,16.91272583
102 ts Soil,IMG_0208,IMG_0208_16,1753,29.61838999
102 ts Soil,IMG_0208,IMG_0208_17,1697,28.672223510000002
102 ts Soil,IMG_0208,IMG_0208_18,1406,23.755536980000002
102 ts Soil,IMG_0208,IMG_0208_19,1672,28.249827760000002
102 ts Soil,IMG_0208,IMG_0208_20,1317,22.251808110000002
102 ts Soil,IMG_0208,IMG_0208_21,4036,68.19156988
102 ts Soil,IMG_0208,IMG_0208_22,694,11.72570602
102 ts Soil,IMG_0208,IMG_0208_23,1052,17.77441316
102 ts Soil,IMG_0208,IMG_0208_24,148,2.50058284
102 ts Soil,IMG_0208,IMG_0208_25,318,5.37287394
102 ts Soil,IMG_0208,IMG_0208_26,1006,16.99720498
102 ts Soil,IMG_0208,IMG_0208_27,1216,20.54532928
102 ts Soil,IMG_0208,IMG_0208_28,1167,19.71743361
102 ts Soil,IMG_0208,IMG_0208_29,2660,44.9429078
102 ts Soil,IMG_0208,IMG_0208_30,1143,19.31193369
102 ts Soil,IMG_0208,IMG_0208_31,466,7.873456780000001
102 ts Soil,IMG_0208,IMG_0208_32,1189,20.089141870000002
102 ts Soil,IMG_0208,IMG_0208_33,1789,30.22663987
102 ts Soil,IMG_0208,IMG_0208_34,417,7.04556111
102 ts Soil,IMG_0208,IMG_0208_35,183,3.09193689
102 ts Soil,IMG_0208,IMG_0208_36,1120,18.923329600000002
102 ts Soil,IMG_0208,IMG_0208_37,250,4.2239575
102 ts Soil,IMG_0208,IMG_0208_38,114,1.92612462
303 ps Soil+Leaf,IMG_0372,IMG_0372_1,14955,283.916263275
303 ps Soil+Leaf,IMG_0372,IMG_0372_2,1611,30.584359755
303 ps Soil+Leaf,IMG_0372,IMG_0372_3,25255,479.458724775
303 ps Soil+Leaf,IMG_0372,IMG_0372_4,17402,330.37183641
303 ps Soil+Leaf,IMG_0372,IMG_0372_5,107,2.0313634350000003
303 ps Soil+Leaf,IMG_0372,IMG_0372_6,314,5.961197370000001
303 ps Soil+Leaf,IMG_0372,IMG_0372_7,2252,42.75355566
303 ps Soil+Leaf,IMG_0372,IMG_0372_8,1482,28.13533281
303 ps Soil+Leaf,IMG_0372,IMG_0372_9,3168,60.143545440000004
303 ps Soil+Leaf,IMG_0372,IMG_0372_10,452,8.58108666
303 ps Soil+Leaf,IMG_0372,IMG_0372_11,2468,46.854251940000005
303 ps Soil+Leaf,IMG_0372,IMG_0372_12,1294,24.56620827
303 ps Soil+Leaf,IMG_0372,IMG_0372_13,4023,76.375468215
303 ps Soil+Leaf,IMG_0372,IMG_0372_14,5916,112.31351478
303 ps Soil+Leaf,IMG_0372,IMG_0372_15,492,9.34047486
303 ps Soil+Leaf,IMG_0372,IMG_0372_16,245,4.651252725
303 ps Soil+Leaf,IMG_0372,IMG_0372_17,105,1.9933940250000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_18,1972,37.43783826
303 ps Soil+Leaf,IMG_0372,IMG_0372_19,6258,118.80628389
303 ps Soil+Leaf,IMG_0372,IMG_0372_20,2279,43.266142695
303 ps Soil+Leaf,IMG_0372,IMG_0372_21,3547,67.338748635
303 ps Soil+Leaf,IMG_0372,IMG_0372_22,1084,20.57942022
303 ps Soil+Leaf,IMG_0372,IMG_0372_23,1522,28.89472101
303 ps Soil+Leaf,IMG_0372,IMG_0372_24,4503,85.488126615
303 ps Soil+Leaf,IMG_0372,IMG_0372_25,74,1.40486817
303 ps Soil+Leaf,IMG_0372,IMG_0372_26,386,7.3280961300000005
303 ps Soil+Leaf,IMG_0372,IMG_0372_27,140,2.6578587000000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_28,2626,49.85383533
303 ps Soil+Leaf,IMG_0372,IMG_0372_29,1339,25.420519995000003
303 ps Soil+Leaf,IMG_0372,IMG_0372_30,764,14.50431462
303 ps Soil+Leaf,IMG_0372,IMG_0372_31,181,3.436231605
303 ps Soil+Leaf,IMG_0372,IMG_0372_32,1528,29.00862924
303 ps Soil+Leaf,IMG_0372,IMG_0372_33,5849,111.041539545
303 ps Soil+Leaf,IMG_0372,IMG_0372_34,154,2.92364457
303 ps Soil+Leaf,IMG_0372,IMG_0372_35,1730,32.843539650000004
303 ps Soil+Leaf,IMG_0372,IMG_0372_36,8398,159.43355259
303 ps Soil+Leaf,IMG_0372,IMG_0372_37,3726,70.73701083
303 ps Soil+Leaf,IMG_0372,IMG_0372_38,1461,27.736654005000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_39,5764,109.42783962
303 ps Soil+Leaf,IMG_0372,IMG_0372_40,4024,76.39445292
303 ps Soil+Leaf,IMG_0372,IMG_0372_41,211,4.005772755000001
303 ps Soil+Leaf,IMG_0372,IMG_0372_42,1885,35.786168925000005
303 ps Soil+Leaf,IMG_0372,IMG_0372_43,6352,120.59084616000001
303 ps Soil+Leaf,IMG_0372,IMG_0372_44,6399,121.483127295
303 ps Soil+Leaf,IMG_0372,IMG_0372_45,4168,79.12825044
303 ps Soil+Leaf,IMG_0372,IMG_0372_46,1237,23.484080085000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_47,1039,19.725108495
303 ps Soil+Leaf,IMG_0372,IMG_0372_48,866,16.44075453
303 ps Soil+Leaf,IMG_0372,IMG_0372_49,421,7.992560805
303 ps Soil+Leaf,IMG_0372,IMG_0372_50,1627,30.888115035000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_51,5929,112.560315945
303 ps Soil+Leaf,IMG_0372,IMG_0372_52,251,4.765160955000001
303 ps Soil+Leaf,IMG_0372,IMG_0372_53,1187,22.534844835
303 ps Soil+Leaf,IMG_0372,IMG_0372_54,1730,32.843539650000004
303 ps Soil+Leaf,IMG_0372,IMG_0372_55,589,11.181991245
303 ps Soil+Leaf,IMG_0372,IMG_0372_56,1077,20.446527285000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_57,3417,64.87073698500001
303 ps Soil+Leaf,IMG_0372,IMG_0372_58,4263,80.931797415
303 ps Soil+Leaf,IMG_0372,IMG_0372_59,1683,31.951258515000003
303 ps Soil+Leaf,IMG_0372,IMG_0372_60,1666,31.62851853
303 ps Soil+Leaf,IMG_0372,IMG_0372_61,1934,36.716419470000005
303 ps Soil+Leaf,IMG_0372,IMG_0372_62,1589,30.166696245
303 ps Soil+Leaf,IMG_0372,IMG_0372_63,1114,21.148961370000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_64,1920,36.4506336
303 ps Soil+Leaf,IMG_0372,IMG_0372_65,1573,29.862940965
303 ps Soil+Leaf,IMG_0372,IMG_0372_66,1489,28.268225745000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_67,1727,32.786585535
303 ps Soil+Leaf,IMG_0372,IMG_0372_68,1483,28.154317515000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_69,978,18.56704149
303 ps Soil+Leaf,IMG_0372,IMG_0372_70,5984,113.60447472000001
303 ps Soil+Leaf,IMG_0372,IMG_0372_71,110,2.08831755
303 ps Soil+Leaf,IMG_0372,IMG_0372_72,1440,27.337975200000002
303 ps Soil+Leaf,IMG_0372,IMG_0372_73,1747,33.166279635
303 ps Soil+Leaf,IMG_0372,IMG_0372_74,555,10.536511275
303 ps Soil+Leaf,IMG_0372,IMG_0372_75,589,11.181991245
303 ps Soil+Leaf,IMG_0372,IMG_0372_76,907,17.219127435
303 ps Soil+Leaf,IMG_0372,IMG_0372_77,2906,55.16955273
303 ps Soil+Leaf,IMG_0372,IMG_0372_78,1180,22.4019519
303 ps Soil+Leaf,IMG_0372,IMG_0372_79,212,4.02475746
303 ps Soil+Leaf,IMG_0372,IMG_0372_80,912,17.31405096
303 ps Soil+Leaf,IMG_0372,IMG_0372_81,587,11.144021835
303 ps Soil+Leaf,IMG_0372,IMG_0372_82,1715,32.558769075
303 ps Soil+Leaf,IMG_0372,IMG_0372_83,3009,57.124977345000005
303 ps Soil+Leaf,IMG_0372,IMG_0372_84,152,2.8856751600000003
303 ps Soil+Leaf,IMG_0372,IMG_0372_85,2219,42.127060395
303 ps Soil+Leaf,IMG_0372,IMG_0372_86,150,2.8477057500000003
303 ps Soil+Leaf,IMG_0372,IMG_0372_87,286,5.42962563
303 ps Soil+Leaf,IMG_0372,IMG_0372_88,553,10.498541865
303 ps Soil+Leaf,IMG_0372,IMG_0372_89,860,16.3268463
303 ps Soil+Leaf,IMG_0372,IMG_0372_90,383,7.271142015000001
303 ps Soil+Leaf,IMG_0372,IMG_0372_91,204,3.87287982
303 ps Soil+Leaf,IMG_0372,IMG_0372_92,1894,35.95703127
303 ps Soil+Leaf,IMG_0372,IMG_0372_93,524,9.94798542
303 ps Soil+Leaf,IMG_0372,IMG_0372_94,3217,61.073795985000004
303 ps Soil+Leaf,IMG_0372,IMG_0372_95,4331,82.222757355
303 ps Soil+Leaf,IMG_0372,IMG_0372_96,2218,42.10807569
303 ps Soil+Leaf,IMG_0372,IMG_0372_97,312,5.92322796
303 ps Soil+Leaf,IMG_0372,IMG_0372_98,736,13.97274288
303 ps Soil+Leaf,IMG_0372,IMG_0372_99,177,3.3602927850000004
303 ps Soil+Leaf,IMG_0372,IMG_0372_100,2135,40.532345175
303 ps Soil+Leaf,IMG_0372,IMG_0372_101,211,4.005772755000001
303 ps Soil+Leaf,IMG_0372,IMG_0372_102,386,7.3280961300000005
303 ps Soil+Leaf,IMG_0372,IMG_0372_103,1108,21.035053140000002
305 ps Water,IMG_0506,IMG_0506_1,834,16.263553776000002
305 ps Water,IMG_0506,IMG_0506_2,867,16.907075688
305 ps Water,IMG_0506,IMG_0506_3,863,16.829073032
305 ps Water,IMG_0506,IMG_0506_4,2994,58.384988016
305 ps Water,IMG_0506,IMG_0506_5,276,5.382183264
305 ps Water,IMG_0506,IMG_0506_6,525,10.237848600000001
305 ps Water,IMG_0506,IMG_0506_7,1755,34.22366532
305 ps Water,IMG_0506,IMG_0506_8,3142,61.271086288
305 ps Water,IMG_0506,IMG_0506_9,2765,53.919335960000005
305 ps Water,IMG_0506,IMG_0506_10,145,2.8275962800000003
305 ps Water,IMG_0506,IMG_0506_11,1690,32.95612216
305 ps Water,IMG_0506,IMG_0506_12,7190,140.20977416
305 ps Water,IMG_0506,IMG_0506_13,916,17.862608224000002
305 ps Water,IMG_0506,IMG_0506_14,310,6.04520584
305 ps Water,IMG_0506,IMG_0506_15,702,13.689466128000001
305 ps Water,IMG_0506,IMG_0506_16,731,14.254985384000001
305 ps Water,IMG_0506,IMG_0506_17,4385,85.51041164
305 ps Water,IMG_0506,IMG_0506_18,1118,21.801742352
305 ps Water,IMG_0506,IMG_0506_19,139,2.710592296
305 ps Water,IMG_0506,IMG_0506_20,597,11.641896408000001
305 ps Water,IMG_0506,IMG_0506_21,1836,35.803219104
305 ps Water,IMG_0506,IMG_0506_22,3254,63.455160656000004
305 ps Water,IMG_0506,IMG_0506_23,2332,45.475548448000005
305 ps Water,IMG_0506,IMG_0506_24,2640,51.48175296
305 ps Water,IMG_0506,IMG_0506_25,1384,26.988918976
305 ps Water,IMG_0506,IMG_0506_26,242,4.7191606880000005
305 ps Water,IMG_0506,IMG_0506_27,1827,35.627713128
305 ps Water,IMG_0506,IMG_0506_28,2440,47.58162016
305 ps Water,IMG_0506,IMG_0506_29,1446,28.197960144
305 ps Water,IMG_0506,IMG_0506_30,2193,42.764956152
305 ps Water,IMG_0506,IMG_0506_31,348,6.7862310720000005
305 ps Water,IMG_0506,IMG_0506_32,3053,59.535527192
305 ps Water,IMG_0506,IMG_0506_33,1401,27.320430264000002
305 ps Water,IMG_0506,IMG_0506_34,451,8.794799464
305 ps Water,IMG_0506,IMG_0506_35,8447,164.722108808
305 ps Water,IMG_0506,IMG_0506_36,73,1.423548472
305 ps Water,IMG_0506,IMG_0506_37,8451,164.800111464
305 ps Water,IMG_0506,IMG_0506_38,14884,290.247882976
305 ps Water,IMG_0506,IMG_0506_39,1601,31.220563064
305 ps Water,IMG_0506,IMG_0506_40,2534,49.414682576000004
305 ps Water,IMG_0506,IMG_0506_41,2029,39.566847256
305 ps Water,IMG_0506,IMG_0506_42,312,6.084207168000001
305 ps Water,IMG_0506,IMG_0506_43,523,10.198847272
305 ps Water,IMG_0506,IMG_0506_44,1962,38.260302768
305 ps Water,IMG_0506,IMG_0506_45,2391,46.626087624
305 ps Water,IMG_0506,IMG_0506_46,1972,38.455309408000005
305 ps Water,IMG_0506,IMG_0506_47,2378,46.372578992
305 ps Water,IMG_0506,IMG_0506_48,319,6.220711816000001
305 ps Water,IMG_0506,IMG_0506_49,773,15.074013272
305 ps Water,IMG_0506,IMG_0506_50,2243,43.739989352
305 ps Water,IMG_0506,IMG_0506_51,868,16.926576352
305 ps Water,IMG_0506,IMG_0506_52,2559,49.902199176
305 ps Water,IMG_0506,IMG_0506_53,522,10.179346608000001
305 ps Water,IMG_0506,IMG_0506_54,1678,32.722114192
305 ps Water,IMG_0506,IMG_0506_55,2063,40.229869832
305 ps Water,IMG_0506,IMG_0506_56,1776,34.633179264
305 ps Water,IMG_0506,IMG_0506_57,3660,71.37243024
305 ps Water,IMG_0506,IMG_0506_58,1582,30.850050448
305 ps Water,IMG_0506,IMG_0506_59,7552,147.269014528
305 ps Water,IMG_0506,IMG_0506_60,2155,42.023930920000005
305 ps Water,IMG_0506,IMG_0506_61,837,16.322055768000002
305 ps Water,IMG_0506,IMG_0506_62,975,19.0131474
305 ps Water,IMG_0506,IMG_0506_63,1283,25.019351912
305 ps Water,IMG_0506,IMG_0506_64,636,12.402422304
305 ps Water,IMG_0506,IMG_0506_65,346,6.747229744
305 ps Water,IMG_0506,IMG_0506_66,144,2.808095616
305 ps Water,IMG_0506,IMG_0506_67,1836,35.803219104
305 ps Water,IMG_0506,IMG_0506_68,856,16.692568384
305 ps Water,IMG_0506,IMG_0506_69,1179,22.991282856
305 ps Water,IMG_0506,IMG_0506_70,4093,79.816217752
305 ps Water,IMG_0506,IMG_0506_71,137,2.6715909680000003
305 ps Water,IMG_0506,IMG_0506_72,594,11.583394416
305 ps Water,IMG_0506,IMG_0506_73,524,10.218347936
305 ps Water,IMG_0506,IMG_0506_74,1111,21.665237704000003
305 ps Water,IMG_0506,IMG_0506_75,382,7.449253648
305 ps Water,IMG_0506,IMG_0506_76,178,3.471118192
305 ps Water,IMG_0506,IMG_0506_77,459,8.950804776
305 ps Water,IMG_0506,IMG_0506_78,73,1.423548472
305 ps Water,IMG_0506,IMG_0506_79,1044,20.358693216000002
305 ps Water,IMG_0506,IMG_0506_80,1618,31.552074352
305 ps Water,IMG_0506,IMG_0506_81,2997,58.443490008000005
305 ps Water,IMG_0506,IMG_0506_82,1041,20.300191224000002
204 ps Soil+Leaf,IMG_0602,IMG_0602_1,2360,46.416090600000004
204 ps Soil+Leaf,IMG_0602,IMG_0602_2,802,15.773603670000002
204 ps Soil+Leaf,IMG_0602,IMG_0602_3,247,4.857955245
204 ps Soil+Leaf,IMG_0602,IMG_0602_4,2873,56.505689955
204 ps Soil+Leaf,IMG_0602,IMG_0602_5,455,8.948864925
204 ps Soil+Leaf,IMG_0602,IMG_0602_6,2829,55.640305215000005
204 ps Soil+Leaf,IMG_0602,IMG_0602_7,2576,50.664342960000006
204 ps Soil+Leaf,IMG_0602,IMG_0602_8,353,6.942745755000001
204 ps Soil+Leaf,IMG_0602,IMG_0602_9,1443,28.380685905000004
204 ps Soil+Leaf,IMG_0602,IMG_0602_10,1335,26.256559725000002
204 ps Soil+Leaf,IMG_0602,IMG_0602_11,763,15.006558105000002
204 ps Soil+Leaf,IMG_0602,IMG_0602_12,1767,34.753064445
204 ps Soil+Leaf,IMG_0602,IMG_0602_13,83,1.6324303050000002
204 ps Soil+Leaf,IMG_0602,IMG_0602_14,1690,33.23864115
204 ps Soil+Leaf,IMG_0602,IMG_0602_15,107,2.1044583450000003
204 ps Soil+Leaf,IMG_0602,IMG_0602_16,78,1.5340911300000002
204 ps Soil+Leaf,IMG_0602,IMG_0602_17,424,8.339162040000001
204 ps Soil+Leaf,IMG_0602,IMG_0602_18,7932,156.00526722
204 ps Soil+Leaf,IMG_0602,IMG_0602_19,1567,30.819497445000003
204 ps Soil+Leaf,IMG_0602,IMG_0602_20,5340,105.02623890000001
204 ps Soil+Leaf,IMG_0602,IMG_0602_21,2862,56.28934377
204 ps Soil+Leaf,IMG_0602,IMG_0602_22,5095,100.20761932500001
204 ps Soil+Leaf,IMG_0602,IMG_0602_23,2112,41.538467520000005
204 ps Soil+Leaf,IMG_0602,IMG_0602_24,698,13.72814883
204 ps Soil+Leaf,IMG_0602,IMG_0602_25,1010,19.864513350000003
204 ps Soil+Leaf,IMG_0602,IMG_0602_26,143,2.812500405
204 ps Soil+Leaf,IMG_0602,IMG_0602_27,3218,63.291093030000006
204 ps Soil+Leaf,IMG_0602,IMG_0602_28,1229,24.171769215
204 ps Soil+Leaf,IMG_0602,IMG_0602_29,2964,58.29546294000001
204 ps Soil+Leaf,IMG_0602,IMG_0602_30,417,8.201487195
204 ps Soil+Leaf,IMG_0602,IMG_0602_31,1012,19.903849020000003
204 ps Soil+Leaf,IMG_0602,IMG_0602_32,1238,24.34877973
204 ps Soil+Leaf,IMG_0602,IMG_0602_33,1264,24.86014344
204 ps Soil+Leaf,IMG_0602,IMG_0602_34,423,8.319494205
204 ps Soil+Leaf,IMG_0602,IMG_0602_35,1078,21.20192613
204 ps Soil+Leaf,IMG_0602,IMG_0602_36,486,9.558567810000001
204 ps Soil+Leaf,IMG_0602,IMG_0602_37,111,2.1831296850000004
204 ps Soil+Leaf,IMG_0602,IMG_0602_38,1627,31.999567545
204 ps Soil+Leaf,IMG_0602,IMG_0602_39,1096,21.555947160000002
204 ps Soil+Leaf,IMG_0602,IMG_0602_40,2029,39.906037215000005
204 ps Soil+Leaf,IMG_0602,IMG_0602_41,1434,28.20367539
204 ps Soil+Leaf,IMG_0602,IMG_0602_42,825,16.225963875
204 ps Soil+Leaf,IMG_0602,IMG_0602_43,902,17.74038717
204 ps Soil+Leaf,IMG_0602,IMG_0602_44,734,14.43619089
